idx,#T,-RT ln Z,Z
145,-130,-51.5405,4.85837e+78
146,-130,-46.5307,1.09153e+71
147,-130,-37.065,3.86243e+56
148,-130,-57.7571,1.50397e+88
149,-130,-43.4974,2.55355e+66
150,-130,-37.9238,7.90701e+57
151,-130,-33.8768,5.24137e+51
152,-130,-75.9476,8.8849e+115
153,-130,-66.3748,2.15674e+101
154,-130,-60.4169,1.72975e+92
155,-130,-56.1556,5.39941e+85
156,-130,-52.9214,6.23334e+80
157,-130,-54.528,1.76816e+83
158,-130,-50.9708,6.55792e+77
159,-130,-45.3236,1.56717e+69
160,-130,-43.9781,1.38369e+67
161,-130,-61.8835,2.99992e+94
162,-130,-54.9977,9.21669e+83
163,-130,-38.6222,9.20789e+58
164,-130,-62.1593,7.90812e+94
165,-130,-46.5274,1.07891e+71
166,-130,-48.0384,2.18657e+73
167,-130,-43.741,6.01261e+66
168,-130,-48.9225,4.8925e+74
169,-130,-50.5154,1.32245e+77
170,-130,-39.7647,5.10998e+60
171,-130,-65.1794,3.22759e+99
172,-130,-51.9832,2.30298e+79
173,-130,-61.473,7.08531e+93
174,-130,-42.0921,1.82692e+64
175,-130,-56.2115,6.57173e+85
176,-130,-43.1802,8.37242e+65
177,-130,-53.2347,1.87483e+81
178,-130,-67.0848,2.61697e+102
179,-130,-34.7416,1.09562e+53
180,-130,-52.871,5.21987e+80
181,-130,-47.296,1.60875e+72
182,-130,-56.4478,1.50816e+86
183,-130,-42.9057,3.1898e+65
184,-130,-41.0585,4.82624e+62
185,-130,-69.2041,4.50176e+105
186,-130,-47.0645,7.129e+71
187,-130,-53.1398,1.34285e+81
188,-130,-52.7667,3.61796e+80
189,-130,-48.8871,4.32006e+74
190,-130,-53.5565,5.81094e+81
191,-130,-72.3417,2.77595e+110
192,-130,-64.3237,1.59366e+98
193,-130,-40.4927,6.6043e+61
194,-130,-74.2308,2.12565e+113
195,-130,-47.5233,3.57692e+72
196,-130,-60.5447,2.71089e+92
197,-130,-49.3937,2.56464e+75
198,-130,-57.0834,1.40827e+87
199,-130,-64.4824,2.78493e+98
200,-130,-54.8756,6.00012e+83
201,-130,-49.8521,1.28446e+76
202,-130,-39.9941,1.14444e+61
203,-130,-61.6666,1.39923e+94
204,-130,-62.7278,5.83421e+95
205,-130,-54.3941,1.104e+83
206,-130,-52.343,8.15906e+79
207,-130,-46.5054,9.98793e+70
208,-130,-71.3191,7.6252e+108
209,-130,-69.6788,2.38817e+106
210,-130,-51.4382,3.39103e+78
211,-130,-45.4801,2.71664e+69
212,-130,-46.5872,1.33134e+71
213,-130,-44.8476,2.94118e+68
214,-130,-69.0221,2.37421e+105
215,-130,-44.1367,2.41645e+67
216,-130,-63.0939,2.11305e+96
217,-130,-65.2035,3.51293e+99
218,-130,-64.0601,6.30968e+97
219,-130,-56.2638,7.89698e+85
220,-130,-59.1692,2.15361e+90
221,-130,-59.981,3.73744e+91
222,-130,-69.9406,5.9943e+106
223,-130,-63.3009,4.3751e+96
224,-130,-41.7408,5.31355e+63
225,-130,-77.0324,4.02513e+117
226,-130,-46.0905,2.3225e+70
227,-130,-52.4184,1.06356e+80
228,-130,-37.9873,9.88452e+57
229,-130,-41.5334,2.56301e+63
230,-130,-53.749,1.1433e+82
231,-130,-45.1044,7.25307e+68
232,-130,-49.0038,6.51258e+74
233,-130,-46.52,1.05125e+71
234,-130,-38.0777,1.35784e+58
235,-130,-69.7741,3.3384e+106
236,-130,-46.6802,1.84595e+71
237,-130,-62.7573,6.47116e+95
238,-130,-66.4235,2.55981e+101
239,-130,-51.9525,2.06786e+79
240,-130,-44.3525,5.15926e+67
241,-130,-43.9635,1.31429e+67
242,-130,-50.6855,2.40535e+77
243,-130,-45.0655,6.32537e+68
244,-130,-48.301,5.50529e+73
245,-130,-47.8872,1.28531e+73
246,-130,-43.1754,8.23384e+65
247,-130,-50.8752,4.68585e+77
248,-130,-41.8867,8.87318e+63
249,-130,-41.0791,5.1899e+62
250,-130,-62.6331,4.18211e+95
251,-130,-55.0356,1.05277e+84
252,-130,-50.5719,1.6134e+77
253,-130,-54.0348,3.12272e+82
254,-130,-49.1835,1.22478e+75
255,-130,-41.3371,1.28513e+63
256,-130,-57.3791,3.98231e+87
257,-130,-46.5024,9.88128e+70
258,-130,-50.9231,5.54552e+77
259,-130,-56.0184,3.33245e+85
260,-130,-48.6616,1.95526e+74
261,-130,-31.4254,9.48182e+47
262,-130,-61.9746,4.13123e+94
263,-130,-58.7011,4.15413e+89
264,-130,-61.7193,1.6838e+94
265,-130,-63.1198,2.31423e+96
266,-130,-60.1398,6.53088e+91
267,-130,-55.8211,1.66573e+85
268,-130,-55.4889,5.18185e+84
269,-130,-71.5341,1.6235e+109
270,-130,-55.5065,5.51121e+84
271,-130,-53.088,1.1196e+81
272,-130,-61.6363,1.25786e+94
273,-130,-66.4867,3.197e+101
274,-130,-51.6592,7.37408e+78
275,-130,-47.2003,1.14883e+72
276,-130,-55.2096,1.94125e+84
277,-130,-50.6808,2.36589e+77
278,-130,-57.1235,1.62175e+87
279,-130,-53.1457,1.37126e+81
280,-130,-57.9002,2.48728e+88
281,-130,-62.7624,6.58959e+95
282,-130,-41.6819,4.3195e+63
283,-130,-55.7875,1.47997e+85
284,-130,-46.3121,5.06228e+70
285,-130,-44.5782,1.14062e+68
286,-130,-51.0326,8.14793e+77
287,-130,-45.2436,1.18312e+69
288,-130,-50.6469,2.10013e+77
289,-130,-54.4845,1.5174e+83
290,-130,-63.9952,5.02215e+97
291,-130,-41.0741,5.09883e+62
292,-130,-43.7981,7.34847e+66
293,-130,-50.1286,3.39563e+76
294,-130,-67.2241,4.27094e+102
295,-130,-59.7204,1.49489e+91
296,-130,-64.7581,7.33823e+98
297,-130,-58.6379,3.32621e+89
298,-130,-57.8885,2.38689e+88
299,-130,-67.4433,9.22795e+102
300,-130,-62.7849,7.13165e+95
301,-130,-52.7652,3.59943e+80
302,-130,-47.1579,9.89881e+71
303,-130,-61.8684,2.84428e+94
304,-130,-54.156,4.78109e+82
305,-130,-56.9728,9.54933e+86
306,-130,-57.047,1.23926e+87
307,-130,-61.2615,3.36864e+93
308,-130,-45.9657,1.49794e+70
309,-130,-52.8502,4.85216e+80
310,-130,-61.1439,2.22802e+93
311,-130,-50.4369,1.00359e+77
312,-130,-47.6429,5.44499e+72
313,-130,-40.264,2.95579e+61
314,-130,-56.2967,8.8671e+85
315,-130,-44.5287,9.58568e+67
316,-130,-41.2063,8.11483e+62
317,-130,-57.9947,3.46761e+88
318,-130,-52.0289,2.70451e+79
319,-130,-54.3431,9.22889e+82
320,-130,-48.3301,6.0984e+73
321,-130,-86.263,4.97793e+131
322,-130,-52.7372,3.26136e+80
323,-130,-62.8261,8.24263e+95
324,-130,-61.7178,1.67526e+94
325,-130,-58.5064,2.09524e+89
326,-130,-41.625,3.53675e+63
327,-130,-58.468,1.83063e+89
328,-130,-49.7145,7.92064e+75
329,-130,-30.301,1.8209e+46
330,-130,-25.9439,4.05821e+39
331,-130,-52.8756,5.30492e+80
332,-130,-46.4498,8.21222e+70
333,-130,-55.524,5.86133e+84
334,-130,-46.4105,7.15476e+70
335,-130,-47.2387,1.31495e+72
336,-130,-59.8286,2.18716e+91
337,-130,-55.4993,5.37478e+84
338,-130,-51.1872,1.40291e+78
339,-130,-69.8792,4.8304e+106
340,-130,-43.0915,6.12879e+65
341,-130,-64.0617,6.34471e+97
342,-130,-47.3973,2.29672e+72
343,-130,-61.2253,2.96626e+93
344,-130,-57.7095,1.27236e+88
345,-130,-54.5142,1.68425e+83
346,-130,-53.8132,1.43291e+82
347,-130,-52.3769,9.19078e+79
348,-130,-55.9676,2.78806e+85
349,-130,-56.9261,8.10313e+86
350,-130,-59.6667,1.23784e+91
351,-130,-49.3119,1.9236e+75
352,-130,-53.5317,5.32547e+81
353,-130,-68.7052,7.79213e+104
354,-130,-63.3187,4.65723e+96
355,-130,-41.065,4.9383e+62
356,-130,-37.1043,4.43411e+56
357,-130,-65.336,5.59649e+99
358,-130,-56.0163,3.30858e+85
359,-130,-67.4907,1.09027e+103
360,-130,-48.9679,5.73958e+74
361,-130,-49.6508,6.33198e+75
362,-130,-36.986,2.92606e+56
363,-130,-46.4598,8.50704e+70
364,-130,-37.0839,4.12759e+56
365,-130,-41.3135,1.18301e+63
366,-130,-51.4409,3.42345e+78
367,-130,-45.5817,3.88307e+69
368,-130,-73.6626,2.88488e+112
369,-130,-60.7326,5.24824e+92
370,-130,-61.4891,7.49787e+93
371,-130,-43.7214,5.61224e+66
372,-130,-73.9469,7.83616e+112
373,-130,-59.3089,3.51941e+90
374,-130,-43.5025,2.59939e+66
375,-130,-69.8613,4.53589e+106
376,-130,-48.2408,4.45462e+73
377,-130,-68.606,5.49884e+104
378,-130,-62.2576,1.11716e+95
379,-130,-58.7568,5.05273e+89
380,-130,-64.3525,1.76375e+98
381,-130,-56.2802,8.36702e+85
382,-130,-50.0451,2.53209e+76
383,-130,-61.1714,2.45412e+93
384,-130,-62.1779,8.44371e+94
385,-130,-55.8658,1.94934e+85
386,-130,-38.2576,2.55643e+58
387,-130,-62.802,7.57237e+95
388,-130,-52.7447,3.34864e+80
389,-130,-45.7897,8.06782e+69
390,-130,-53.5359,5.40596e+81
391,-130,-41.533,2.55897e+63
392,-130,-51.8723,1.55986e+79
393,-130,-43.9598,1.29715e+67
394,-130,-53.0178,8.74744e+80
395,-130,-71.6443,2.39229e+109
396,-130,-46.1045,2.4402e+70
397,-130,-63.061,1.88254e+96
398,-130,-56.2774,8.28353e+85
399,-130,-64.8526,1.02299e+99
400,-130,-58.8965,8.25728e+89
401,-130,-53.675,8.81439e+81
402,-130,-61.5897,1.06798e+94
403,-130,-36.5433,6.17037e+55
404,-130,-32.3706,2.63016e+49
405,-130,-53.201,1.66527e+81
406,-130,-53.5183,5.08102e+81
407,-130,-57.3717,3.88086e+87
408,-130,-47.8135,9.91967e+72
409,-130,-33.008,2.47195e+50
410,-130,-59.2769,3.1443e+90
411,-130,-45.0358,5.69788e+68
412,-130,-69.2969,6.23825e+105
413,-130,-46.9802,5.29961e+71
414,-130,-68.5728,4.8928e+104
415,-130,-49.6088,5.46237e+75
416,-130,-56.5836,2.43042e+86
417,-130,-34.0504,9.64975e+51
418,-130,-66.6986,6.73254e+101
419,-130,-50.4525,1.06023e+77
420,-130,-47.4192,2.48044e+72
421,-130,-47.0074,5.8321e+71
422,-130,-52.4131,1.04403e+80
423,-130,-53.7904,1.32224e+82
424,-130,-63.8121,2.63861e+97
425,-130,-64.2296,1.14492e+98
426,-130,-58.2917,9.85195e+88
427,-130,-46.4254,7.53764e+70
428,-130,-34.3589,2.85397e+52
429,-130,-55.0041,9.42558e+83
430,-130,-22.7682,5.75401e+34
431,-130,-68.7003,7.65821e+104
432,-130,-53.6065,6.92812e+81
433,-130,-63.966,4.53228e+97
434,-130,-51.8512,1.44788e+79
435,-130,-58.2777,9.37907e+88
436,-130,-64.8326,9.53752e+98
437,-130,-46.4165,7.30647e+70
438,-130,-52.5273,1.55946e+80
439,-130,-46.6869,1.8902e+71
440,-130,-41.1144,5.87506e+62
441,-130,-47.6325,5.24988e+72
442,-130,-54.1406,4.52935e+82
443,-130,-39.541,2.32807e+60
444,-130,-68.0371,7.44193e+103
445,-130,-45.0762,6.56927e+68
446,-130,-57.9434,2.89557e+88
447,-130,-53.829,1.51475e+82
448,-130,-60.8588,8.1791e+92
449,-130,-36.1322,1.45479e+55
450,-130,-50.0393,2.48117e+76
451,-130,-32.7019,8.42663e+49
452,-130,-40.6404,1.11023e+62
453,-130,-27.7069,1.99446e+42
454,-130,-57.8269,1.9225e+88
455,-130,-31.4843,1.16634e+48
456,-130,-25.7305,1.91639e+39
457,-130,-46.8504,3.35809e+71
458,-130,-6.65059,14236300000.0
459,-130,-40.7842,1.84014e+62
460,-130,-47.0571,6.94434e+71
461,-130,-50.4593,1.08588e+77
462,-130,-41.4504,1.91445e+63
463,-130,-43.688,4.98946e+66
464,-130,-69.0338,2.47396e+105
465,-130,-54.8308,5.1249e+83
466,-130,-36.0452,1.07133e+55
467,-130,-38.0761,1.35029e+58
468,-130,-54.7685,4.11696e+83
469,-130,-52.0493,2.90565e+79
470,-130,-41.6433,3.77178e+63
471,-130,-37.8006,5.12632e+57
472,-130,-44.9322,3.95967e+68
473,-130,-42.2547,3.23494e+64
474,-130,-18.4905,1.69562e+28
475,-130,-45.6742,5.37513e+69
476,-130,-41.3242,1.22847e+63
477,-130,-53.0316,9.18088e+80
478,-130,-44.5318,9.69164e+67
479,-130,-39.0891,4.75308e+59
480,-130,-25.8515,2.93315e+39
481,-130,-39.0211,3.74336e+59
482,-130,-52.1113,3.61381e+79
483,-130,-52.0997,3.46929e+79
484,-130,-44.0016,1.50262e+67
485,-130,-41.6364,3.68115e+63
486,-130,-50.3837,8.32543e+76
487,-130,-44.0629,1.86427e+67
488,-130,-53.9486,2.30589e+82
489,-130,-45.3847,1.94267e+69
490,-130,-53.4385,3.83838e+81
491,-130,-37.1712,5.61001e+56
492,-130,-43.2697,1.14682e+66
493,-130,-50.6557,2.16608e+77
494,-130,-52.6884,2.74735e+80
495,-130,-56.9501,8.81497e+86
496,-130,-31.3502,7.27956e+47
497,-130,-47.2413,1.32728e+72
498,-130,-58.5429,2.38174e+89
499,-130,-41.4979,2.2619e+63
500,-130,-43.8605,9.15196e+66
501,-130,-31.0575,2.60177e+47
502,-130,-45.7848,7.92913e+69
503,-130,-39.1208,5.31359e+59
504,-130,-39.3384,1.14195e+60
505,-130,-28.0952,7.81038e+42
506,-130,-29.7176,2.34181e+45
507,-130,-54.4234,1.22392e+83
508,-130,-39.9755,1.07204e+61
509,-130,-31.182,4.03021e+47
510,-130,-42.5936,1.06482e+65
511,-130,-52.2366,5.61293e+79
512,-130,-35.9627,8.01473e+54
513,-130,-41.0356,4.45367e+62
514,-130,-56.5631,2.26199e+86
515,-130,-44.324,4.66689e+67
516,-130,-54.1696,5.01513e+82
517,-130,-50.1545,3.71964e+76
518,-130,-41.4472,1.89275e+63
519,-130,-45.0456,5.8993e+68
520,-130,-56.2057,6.43952e+85
521,-130,-47.3916,2.25078e+72
522,-130,-50.5103,1.29922e+77
523,-130,-29.8319,3.49997e+45
524,-130,-36.1019,1.30744e+55
525,-130,-45.9335,1.3376e+70
526,-130,-48.4399,8.97066e+73
527,-130,-47.1297,8.96386e+71
528,-130,-42.118,2.00053e+64
529,-130,-63.0471,1.79278e+96
530,-130,-27.6548,1.66117e+42
531,-130,-32.3284,2.26712e+49
532,-130,-35.5282,1.74019e+54
533,-130,-23.2319,2.93775e+35
534,-130,-50.8292,3.98636e+77
535,-130,-37.1807,5.80046e+56
536,-130,-38.2567,2.54789e+58
537,-130,-53.0042,8.33938e+80
538,-130,-28.3961,2.24948e+43
539,-130,-46.35,5.78236e+70
540,-130,-62.5333,2.94481e+95
541,-130,-48.9689,5.75954e+74
542,-130,-42.1532,2.26443e+64
543,-130,-47.6471,5.5268e+72
544,-130,-43.1809,8.39321e+65
545,-130,-35.2009,5.50654e+53
546,-130,-47.0685,7.22911e+71
547,-130,-35.5266,1.73077e+54
548,-130,-30.9197,1.60264e+47
549,-130,-48.8563,3.87773e+74
550,-130,-41.1485,6.62317e+62
551,-130,-40.1866,2.25206e+61
552,-130,-53.3092,2.43617e+81
553,-130,-49.2531,1.56421e+75
554,-130,-50.2981,6.16249e+76
555,-130,-29.6409,1.78837e+45
556,-130,-44.6681,1.56465e+68
557,-130,-47.0851,7.66353e+71
558,-130,-44.6776,1.61772e+68
559,-130,-54.1489,4.66299e+82
560,-130,-62.224,9.92748e+94
561,-130,-41.3837,1.51392e+63
562,-130,-59.5455,8.08309e+90
563,-130,-19.2084,2.115e+29
564,-130,-63.421,6.67239e+96
565,-130,-42.8805,2.9193e+65
566,-130,-43.6397,4.21157e+66
567,-130,-34.4902,4.52792e+52
568,-130,-42.1526,2.25986e+64
569,-130,-52.9857,7.81276e+80
570,-130,-40.2094,2.43947e+61
571,-130,-46.4515,8.26418e+70
572,-130,-40.1077,1.70655e+61
573,-130,-42.7528,1.86378e+65
574,-130,-31.7319,2.78538e+48
575,-130,-44.601,1.23585e+68
576,-130,-30.8141,1.10566e+47
577,-130,-35.6462,2.63497e+54
578,-130,-37.9876,9.89515e+57
579,-130,-35.9419,7.44994e+54
580,-130,-38.2026,2.10659e+58
581,-130,-53.0703,1.05208e+81
582,-130,-48.8402,3.66391e+74
583,-130,-43.1412,7.29909e+65
584,-130,-41.2505,9.47905e+62
585,-130,-33.5347,1.57465e+51
586,-130,-35.586,2.13261e+54
587,-130,-45.2342,1.14469e+69
588,-130,-45.3516,1.72938e+69
589,-130,-45.3732,1.86609e+69
590,-130,-50.0091,2.23068e+76
591,-130,-46.8128,2.94228e+71
592,-130,-36.5267,5.82114e+55
593,-130,-59.6644,1.22797e+91
594,-130,-67.2259,4.29774e+102
595,-130,-44.4298,6.77056e+67
596,-130,-48.2319,4.3177e+73
597,-130,-50.7506,3.02309e+77
598,-130,-38.1872,1.99585e+58
599,-130,-35.1767,5.0586e+53
600,-130,-38.4623,5.24916e+58
601,-130,-42.8381,2.51541e+65
602,-130,-38.2832,2.79678e+58
603,-130,-32.2431,1.67965e+49
604,-130,-46.6712,1.78881e+71
605,-130,-58.616,3.07994e+89
606,-130,-45.9903,1.63299e+70
607,-130,-47.9939,1.87054e+73
608,-130,-44.2054,3.07656e+67
609,-130,-55.6254,8.37314e+84
610,-130,-55.9486,2.60797e+85
611,-130,-49.1412,1.05549e+75
612,-130,-52.4803,1.32211e+80
613,-130,-38.8654,2.16512e+59
614,-130,-38.4077,4.33285e+58
615,-130,-36.8517,1.82483e+56
616,-130,-21.1307,1.81993e+32
617,-130,-55.7168,1.15428e+85
618,-130,-32.6478,6.96814e+49
619,-130,-32.1746,1.32025e+49
620,-130,-53.8181,1.45774e+82
621,-130,-45.1965,1.00259e+69
622,-130,-36.9169,2.2946e+56
623,-130,-28.4464,2.68445e+43
624,-130,-49.7144,7.91809e+75
625,-130,-50.1651,3.86014e+76
626,-130,-51.2411,1.69586e+78
627,-130,-53.2671,2.10084e+81
628,-130,-54.6103,2.36124e+83
629,-130,-65.1992,3.46062e+99
630,-130,-43.5469,3.03842e+66
631,-130,-50.495,1.23093e+77
632,-130,-49.6728,6.84075e+75
633,-130,-40.7482,1.62141e+62
634,-130,-37.1235,4.74425e+56
635,-130,-35.7048,3.23787e+54
636,-130,-38.3414,3.43198e+58
637,-130,-49.7895,1.03088e+76
638,-130,-32.4074,2.99273e+49
639,-130,-21.8691,2.43988e+33
640,-130,-46.1224,2.59814e+70
641,-130,-47.6661,5.90705e+72
642,-130,-53.0877,1.11825e+81
643,-130,-61.1144,2.00862e+93
644,-130,-40.1814,2.21114e+61
645,-130,-49.9993,2.15535e+76
646,-130,-34.3429,2.69804e+52
647,-130,-54.2642,6.99491e+82
648,-130,-35.7659,4.01306e+54
649,-130,-58.3081,1.04335e+89
650,-130,-36.9056,2.20538e+56
651,-130,-61.8129,2.33992e+94
652,-130,-49.0379,7.34034e+74
653,-130,-38.9433,2.84766e+59
654,-130,-53.0516,9.85008e+80
655,-130,-47.1891,1.1046e+72
656,-130,-56.5539,2.18936e+86
657,-130,-35.5104,1.63472e+54
658,-130,-54.3371,9.03797e+82
659,-130,-38.2081,2.14747e+58
660,-130,-40.6774,1.26437e+62
661,-130,-37.2839,8.33748e+56
662,-130,-37.7348,4.06867e+57
663,-130,-41.41,1.66058e+63
664,-130,-34.8473,1.58868e+53
665,-130,-40.6432,1.12126e+62
666,-130,-64.1356,8.22844e+97
667,-130,-46.5259,1.07345e+71
668,-130,-56.7855,4.94318e+86
669,-130,-67.6785,2.10968e+103
670,-130,-39.0055,3.54284e+59
671,-130,-39.4549,1.72004e+60
672,-130,-45.933,1.33511e+70
673,-130,-52.1508,4.15118e+79
674,-130,-36.2836,2.47676e+55
675,-130,-40.2951,3.29763e+61
676,-130,-38.0686,1.31518e+58
677,-130,-53.0663,1.03735e+81
678,-130,-46.4207,7.41425e+70
679,-130,-52.23,5.48334e+79
680,-130,-34.599,6.63803e+52
681,-130,-40.4366,5.42255e+61
682,-130,-51.9939,2.3916e+79
683,-130,-35.5174,1.67563e+54
684,-130,-22.2258,8.549e+33
685,-130,-51.1596,1.27316e+78
686,-130,-55.4663,4.78604e+84
687,-130,-48.1703,3.47725e+73
688,-130,-39.9607,1.01789e+61
689,-130,-42.3603,4.69002e+64
690,-130,-52.425,1.08837e+80
691,-130,-61.681,1.47214e+94
692,-130,-43.5626,3.21098e+66
693,-130,-43.7736,6.74244e+66
694,-130,-37.8332,5.74876e+57
695,-130,-46.8129,2.94375e+71
696,-130,-29.4008,7.69176e+44
697,-130,-43.6067,3.74902e+66
698,-130,-60.5611,2.87144e+92
699,-130,-48.9768,5.92142e+74
700,-130,-52.7247,3.12118e+80
701,-130,-45.358,1.76906e+69
702,-130,-17.8911,2.06175e+27
703,-130,-46.8683,3.57589e+71
704,-130,-51.1936,1.435e+78
705,-130,-39.5824,2.69244e+60
706,-130,-32.0453,8.38188e+48
707,-130,-34.4655,4.15174e+52
708,-130,-49.0038,6.51101e+74
709,-130,-39.3861,1.35053e+60
710,-130,-37.2077,6.37902e+56
711,-130,-42.3972,5.33851e+64
712,-130,-50.6284,1.96766e+77
713,-130,-67.4315,8.85512e+102
714,-130,-41.34,1.29839e+63
715,-130,-39.4554,1.72284e+60
716,-130,-42.1458,2.20616e+64
717,-130,-37.7673,4.56122e+57
718,-130,-25.8247,2.66953e+39
719,-130,-59.9053,2.86377e+91
720,-130,-40.903,2.79448e+62
721,-130,-34.22,1.75139e+52
722,-130,-56.877,6.81762e+86
723,-130,-31.039,2.43778e+47
724,-130,-47.2589,1.41202e+72
725,-130,-31.7942,3.46689e+48
726,-130,-42.507,7.85411e+64
727,-130,-55.4434,4.41526e+84
728,-130,-36.389,3.58751e+55
729,-130,-60.2667,1.02024e+92
730,-130,-38.1604,1.81607e+58
731,-130,-44.4107,6.33057e+67
732,-130,-45.9787,1.56803e+70
733,-130,-49.2122,1.35461e+75
734,-130,-57.8055,1.78328e+88
735,-130,-56.858,6.37676e+86
736,-130,-65.0089,1.77222e+99
737,-130,-39.2164,7.43511e+59
738,-130,-32.8276,1.3113e+50
739,-130,-15.3639,2.85745e+23
