idx,#T,-RT ln Z,Z
666,-80,-47.105,1.98851e+53
667,-80,-33.1125,2.9257000000000004e+37
668,-80,-40.5857,8.35554e+45
669,-80,-48.7472,1.43421e+55
670,-80,-25.5035,7.19051e+28
671,-80,-26.6465,1.41282e+30
672,-80,-31.2981,2.58979e+35
673,-80,-36.7054,3.4002e+41
674,-80,-23.9184,1.15669e+27
675,-80,-28.5128,1.82689e+32
676,-80,-25.0994,2.50913e+28
677,-80,-37.0745,8.895070000000001e+41
678,-80,-32.3083,3.5998300000000006e+36
679,-80,-37.6521,4.00552e+42
680,-80,-22.1941,1.2948e+25
681,-80,-28.2261,8.65708e+31
682,-80,-34.8882,2.98796e+39
683,-80,-23.4045,3.03236e+26
684,-80,-12.7477,265345000000000.0
685,-80,-34.9965,3.96193e+39
686,-80,-38.9167,1.08029e+44
687,-80,-33.4035,6.243780000000001e+37
688,-80,-25.4158,5.72242e+28
689,-80,-28.1357,6.84099e+31
690,-80,-37.1868,1.19174e+42
691,-80,-45.5718,3.66231e+51
692,-80,-27.9518,4.23607e+31
693,-80,-29.4355,2.02187e+33
694,-80,-25.5329,7.76346e+28
695,-80,-33.2761,4.48081e+37
696,-80,-20.4534,1.38875e+23
697,-80,-27.9204,3.90344e+31
698,-80,-43.3146,1.0227600000000001e+49
699,-80,-35.5127,1.52076e+40
700,-80,-37.5358,2.9584900000000004e+42
701,-80,-30.4705,2.99798e+34
702,-80,-10.4736,709114000000.0
703,-80,-32.2553,3.1357100000000005e+36
