idx,#T,-RT ln Z,Z
1,13,-13.2731,13717000000.0
2,13,-7.227939999999999,331368.0
3,13,-11.8919,1208830000.0
4,13,-11.0102,256449000.0
5,13,-17.776,37702100000000.0
6,13,-19.215999999999998,474429000000000.0
7,13,-4.99899,6575.96
8,13,-9.56708,20268200.0
9,13,-11.7206,894492000.0
10,13,-8.87289,5979070.0
11,13,-5.40865,13515.7
12,13,-13.556,22561400000.0
13,13,-16.7949,6714850000000.0
14,13,-12.8881,6970110000.0
15,13,-11.4517,557459000.0
16,13,-15.6414,883230000000.0
17,13,-3.06447,219.016
18,13,-15.5731,783226000000.0
19,13,-7.935960000000001,1150960.0
20,13,-14.0313,52041700000.0
21,13,-12.8102,6077930000.0
22,13,-12.8752,6814060000.0
23,13,-14.776,192814000000.0
24,13,-8.01035,1311810.0
25,13,-9.76684,28799600.0
26,13,-11.9958,1451320000.0
27,13,-7.00081,222249.0
28,13,-10.0081,44018700.0
29,13,-16.5685,4509420000000.0
30,13,-15.216,418010000000.0
31,13,-19.8521,1452050000000000.0
32,13,-7.489539999999999,524935.0
33,13,-6.833410000000001,165574.0
34,13,-24.879,1.00281e+19
35,13,-7.146039999999999,286921.0
36,13,-10.0895,50796200.0
37,13,-6.04244,41199.6
38,13,-11.9024,1231350000.0
39,13,-9.57625,20597900.0
40,13,-8.79923,5252630.0
41,13,-13.2507,13186900000.0
42,13,-14.7281,177231000000.0
43,13,-11.5151,623127000.0
44,13,-19.9396,1693620000000000.0
45,13,-9.4437,16314900.0
46,13,-6.64905,119726.0
47,13,-11.022,261817000.0
48,13,-14.9922,281967000000.0
49,13,-8.55038,3390930.0
50,13,-13.829,36459400000.0
51,13,-11.1708,340126000.0
52,13,-15.0549,314851000000.0
53,13,-5.77603,25788.2
54,13,-11.9065,1240310000.0
55,13,-7.6698,720748.0
56,13,-8.40874,2643280.0
57,13,-13.3769,16464900000.0
58,13,-9.12064,9243820.0
59,13,-22.361,1.19712e+17
60,13,-13.3235,14988600000.0
61,13,-9.705919999999999,25873800.0
62,13,-6.3076300000000005,65679.2
63,13,-12.8786,6854900000.0
64,13,-18.6853,186564000000000.0
65,13,-21.3242,1.93319e+16
